feature,family,role,availability,limitation
sale_timing.STRAWBERRY.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.STRAWBERRY.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.post_action_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.current_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MELON.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.post_action_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.current_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.EGG.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.post_action_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.current_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.MILK.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.post_action_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.current_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.WOOL.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.post_action_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.current_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.sell_now_solo_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h1.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h1.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h1.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h1.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h1.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h4.available,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h4.known_demand_units,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h4.demand_only_quote,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h4.demand_only_value,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
sale_timing.FERTILIZER.h4.conditional_holding_premium,conditional_known_demand_timing,diagnostic_candidate_only,current own legal observation plus own proposed farm actions,known-demand scenario excludes unknown rival trades; unavailable horizon is explicitly masked
